0	713
360	0.018147
361	0.018728
362	0.017565
363	0.018584
364	0.019603
365	0.019921
366	0.020239
367	0.022436
368	0.023305
369	0.024173
370	0.024721
371	0.025268
372	0.025382
373	0.025497
374	0.026368
375	0.027239
376	0.027549
377	0.02786
378	0.028837
379	0.029815
380	0.030231
381	0.030648
382	0.03273
383	0.032809
384	0.032889
385	0.033964
386	0.035039
387	0.035296
388	0.035553
389	0.036703
390	0.037853
391	0.039112
392	0.04037
393	0.041103
394	0.041836
395	0.04209
396	0.043028
397	0.043966
398	0.044919
399	0.045872
400	0.047584
401	0.049297
402	0.050612
403	0.051927
404	0.054997
405	0.058068
406	0.060776
407	0.063485
408	0.070603
409	0.074989
410	0.079375
411	0.08767
412	0.095965
413	0.105032
414	0.1141
415	0.127926
416	0.141752
417	0.156206
418	0.170659
419	0.189005
420	0.207351
421	0.229002
422	0.250653
423	0.288977
424	0.30738
425	0.325783
426	0.352788
427	0.379792
428	0.399209
429	0.418626
430	0.439468
431	0.46031
432	0.479173
433	0.498036
434	0.517557
435	0.525601
436	0.533646
437	0.538804
438	0.543963
439	0.546225
440	0.5417
441	0.531897
442	0.522094
443	0.508248
444	0.494402
445	0.470817
446	0.447232
447	0.403577
448	0.384672
449	0.365767
450	0.351349
451	0.336931
452	0.32531
453	0.313688
454	0.314791
455	0.315895
456	0.319913
457	0.323931
458	0.356994
459	0.380094
460	0.403194
461	0.437278
462	0.471363
463	0.508586
464	0.54581
465	0.596751
466	0.647692
467	0.695336
468	0.74298
469	0.834221
470	0.868523
471	0.902826
472	0.938874
473	0.974922
474	0.987322
475	0.999721
476	0.999861
477	1
478	0.984898
479	0.969795
480	0.90182
481	0.86496
482	0.828099
483	0.791442
484	0.754784
485	0.720506
486	0.686228
487	0.653537
488	0.620846
489	0.595345
490	0.569844
491	0.521818
492	0.507247
493	0.492676
494	0.47972
495	0.466763
496	0.459601
497	0.452438
498	0.445796
499	0.439155
500	0.438561
501	0.440664
502	0.442767
503	0.449404
504	0.45604
505	0.461942
506	0.467843
507	0.481828
508	0.495812
509	0.516341
510	0.530922
511	0.545502
512	0.556902
513	0.568302
514	0.585125
515	0.601947
516	0.614541
517	0.627135
518	0.650458
519	0.659047
520	0.667636
521	0.679794
522	0.691951
523	0.698297
524	0.704643
525	0.711392
526	0.718142
527	0.72042
528	0.724768
529	0.729117
530	0.732568
531	0.736019
532	0.736034
533	0.73605
534	0.737911
535	0.739771
536	0.733231
537	0.73435
538	0.735468
539	0.732872
540	0.730276
541	0.733357
542	0.736439
543	0.731278
544	0.732409
545	0.73354
546	0.731027
547	0.728515
548	0.731416
549	0.734318
550	0.735398
551	0.733238
552	0.731403
553	0.729624
554	0.727846
555	0.730316
556	0.732786
557	0.733138
558	0.73349
559	0.730289
560	0.729857
561	0.729425
562	0.730694
563	0.731962
564	0.733473
565	0.734983
566	0.731776
567	0.732854
568	0.733932
569	0.733934
570	0.733929
571	0.73525
572	0.736571
573	0.733429
574	0.734771
575	0.736113
576	0.734598
577	0.733084
578	0.734895
579	0.736707
580	0.733678
581	0.734704
582	0.735731
583	0.73521
584	0.734688
585	0.73398
586	0.732691
587	0.731402
588	0.732477
589	0.733552
590	0.734335
591	0.73277
592	0.731198
593	0.730453
594	0.729709
595	0.730514
596	0.731319
597	0.731607
598	0.731894
599	0.730583
600	0.731254
601	0.731925
602	0.732374
603	0.732824
604	0.733277
605	0.735852
606	0.738427
607	0.74131
608	0.744192
609	0.749887
610	0.75444
611	0.758993
612	0.763586
613	0.768179
614	0.775743
615	0.783307
616	0.798159
617	0.808969
618	0.819778
619	0.83245
620	0.845122
621	0.873357
622	0.888492
623	0.903628
624	0.920895
625	0.938161
626	0.963935
627	0.973757
628	0.983579
629	0.985952
630	0.988325
631	0.976916
632	0.963933
633	0.950949
634	0.931997
635	0.913045
636	0.865034
637	0.840999
638	0.816964
639	0.793756
640	0.770547
641	0.728938
642	0.712317
643	0.695696
644	0.682955
645	0.670214
646	0.650067
647	0.642396
648	0.634725
649	0.628411
650	0.622097
651	0.612754
652	0.608136
653	0.603517
654	0.599945
655	0.596373
656	0.590682
657	0.58775
658	0.584818
659	0.580461
660	0.578625
661	0.576789
662	0.574466
663	0.572143
664	0.567796
665	0.565942
666	0.564088
667	0.562577
668	0.561066
669	0.55767
670	0.556204
671	0.554738
672	0.551754
673	0.550521
674	0.549288
675	0.547131
676	0.544974
677	0.543529
678	0.541424
679	0.539319
680	0.539294
681	0.537504
682	0.535714
683	0.534384
684	0.533054
685	0.531188
686	0.53004
687	0.528891
688	0.527193
689	0.526751
690	0.52631
691	0.525189
692	0.524069
693	0.522914
694	0.521524
695	0.520135
696	0.519418
697	0.517898
698	0.516378
699	0.514707
700	0.513035
701	0.513668
702	0.51221
703	0.510752
704	0.509768
705	0.50847
706	0.507171
707	0.507328
708	0.506721
709	0.506113
710	0.505244
711	0.504759
712	0.504273
713	0.503638
714	0.503003
715	0.501705
716	0.499678
717	0.497652
718	0.498245
719	0.497296
720	0.496347
721	0.498184
722	0.496472
